Tweet id	diversity	Text	Cluster
1335568936507744256	4.024985111649022	"@RajBaddhan @SabrasRadio Karo Sab Tweets
I vote for #AsimRiaz for #BB13 #TVPersonalityWithRajBhaddan @BizAsia @RajBaddhan VHM COMING SOON"	2
1335563677089533953	3.465249192276311	"RT @Fatiha44383350: @_Suppu_ @SabrasRadio @BizAsia @RajBaddhan I vote #SurbhiChandna for Naagin5 
#TVPersonalityWithRajBaddhan 
@RajBaddhan…"	1
1335559304129048576	3.465249192276311	"RT @Fatiha44383350: @_Suppu_ @SabrasRadio @BizAsia @RajBaddhan I vote #SurbhiChandna for Naagin5 
#TVPersonalityWithRajBaddhan 
@RajBaddhan…"	1
1335568994322030593	3.373490423580311	"@RajBaddhan @SabrasRadio I vote #SurbhiChandna for Naagin5 

#TVPersonalityWithRajBaddhan 

@RajBaddhan

@SabrasRadio

@BizAsia"	1
1335571153218273282	3.373490423580311	"RT @Roshani21_: @RajBaddhan @SabrasRadio @RajBaddhan @SabrasRadio @BizAsia 

I vote #AshiSingh for #AladdinNaamTohSunaHoga #TVPersonalityWi…"	1
1335567872358309890	3.373490423580311	"@RajBaddhan @SabrasRadio I vote #SurbhiChandna for Naagin5 

#TVPersonalityWithRajBaddhan 
@RajBaddhan @SabrasRadio @BizAsia"	1
1335576437445693440	3.373490423580311	"@RajBaddhan @SabrasRadio I vote #SurbhiChandna for Naagin5 

#TVPersonalityWithRajBaddhan 

@BizAsia @RajBaddhan @SabrasRadio"	1
1335571398383652864	3.2890140968443107	"RT @Anjali11264160: @RajBaddhan @SabrasRadio I vote #SurbhiChandna for Naagin5 #TVPersonalityWithRajBaddhan 
@RajBaddhan @SabrasRadio @BizA…"	1
1335572543596617729	3.2890140968443107	"RT @surbhiyat: @RajBaddhan @SabrasRadio I vote #SurbhiChandna for Naagin5 

#TVPersonalityWithRajBaddhan 

@RajBaddhan

@SabrasRadio

@BizA…"	1
1335576396144340993	3.2890140968443107	"RT @anjusuji: @RajBaddhan @SabrasRadio I vote #RheaSharma for #YehRishteyHainPyaarKe  #TVPersonalityWithRajBaddhan 
@BizAsia
@RajBaddhan 
@…"	1
1335568918296096768	3.2890140968443107	"@RajBaddhan @SabrasRadio I vote #SurbhiChandna for Naagin5 

#TVPersonalityWithRajBaddhan 

@RajBaddhan

@SabrasRadio

@BizAsia https://t.co/F5NFFruZMf"	1
1335568935199023105	3.2890140968443107	"RT @Ratel68167809: @RajBaddhan @SabrasRadio I vote #SurbhiChandna for Naagin5 

#TVPersonalityWithRajBaddhan 
@RajBaddhan

@SabrasRadio

@B…"	1
1335567377312997377	3.210363723676311	"@RajBaddhan @SabrasRadio I vote #SurbhiChandna for Naagin5 

#TVPersonalityWithRajBaddhan 
@RajBaddhan

@SabrasRadio

@BizAsia Queen—///////&amp;&amp;&amp;&amp;&amp;”””” https://t.co/1w0fSm82im"	1
1335574743047499777	3.210363723676311	"RT @ORhesha: @RajBaddhan @SabrasRadio I vote #RheaSharma for #YehRishteyHainPyaarKe #TVPersonalityWithRajBaddhan 
@BizAsia
@RajBaddhan
@Sab…"	1
1335572527645507584	3.210363723676311	"@RajBaddhan @SabrasRadio I vote for #ShehnaazGill for bb13 and msk. 
 #TVPersonalityWithRajBaddhan 
@RajBaddhan 
@SabrasRadio @BizAsia https://t.co/sVRsMMuX4q"	1
1335567354038603777	3.210363723676311	"RT @Itsmemariyu: @RajBaddhan I vote #ShehnaazGill for #BiggBoss13 #TVPersonalityWithRajBaddhan 
@RajBaddhan

@BizAsia

@SabrasRadio https:/…"	1
1335571434232401921	3.210363723676311	"RT @yrhpkfan: @RajBaddhan @SabrasRadio I vote #RheaSharma for #YehRishteyHainPyaarKe #TVPersonalityWithRajBaddhan 
@BizAsia
@RajBaddhan
@Sa…"	1
1335568915301158913	3.069084349652311	"RT @Tejasvi_011: @RajBaddhan @SabrasRadio I vote for #AsimRiaz for #biggboss13 

@RajBaddhan @SabrasRadio #TVPersonalityWithRajBadhhan 

VH…"	1
1335572570133856256	3.004998860404311	"@RajBaddhan @SabrasRadio I vote for #RheaSharma for Yeh Rishtey Hain Pyaar Ke
#TVPersonalityWithRajBaddhan 
@RajBaddhan
@SabrasRadio
@BizAsia https://t.co/MPHSwEGjt5"	1
1335568939015921664	2.992334841721022	"RT @Chandnihoney3: Off after long time. Take rest and be happy @Ashisinghh 

@RajBaddhan @SabrasRadio @BizAsia 

I vote #AshiSingh for #Ala…"	2
