Tweet id	tf-idf	Text	Cluster
1335559283564453889	1.3663272100000001	🇺🇸trump https://t.co/P3ctsnhebv	0
1335565393147080710	1.3663272100000001	*with Trump	0
1335568968795516928	1.136920871441	RT @BeNosey: UK HERE, I TOTALLY GET TRUMP #TRUMP https://t.co/COZIUWFFn6	0
1335568930216300544	1.1156061669650001	RT @JoyAnnReid: Nixon was the Trump before Trump.	0
1335567431499051010	1.032806738039	@ANINewsUP @ANI If they are farmer than i am #Trump	2
1335571192569270274	1.032806738039	@WarrenWhitlock Except #Trump maybe  ? :-)	0
1335571398287368192	0.9661299701910001	#Trump is such a #Creep	0
1335567817530171392	0.9661299701910001	RT @Pollyanna1698: Trump Won!!! https://t.co/EFuNGXJhRb	0
1335572554698911744	0.9661299701910001	Trump card https://t.co/JpF6FuaiS8	0
1335559313788727302	0.9661299701910001	Trump Nation! https://t.co/Akjs7PFhRW	0
