Tweet id	diversity	Text	Cluster
1335567373529718785	3.3813565851016794	@realdonaldtrump yoibreally are watery in the head https://t.co/kHOcugTTYl	2
1335571151087611904	3.380250001607653	Elect Republicans out of Georgia. #realDonaldTrump The American Horror. https://t.co/jJ1oEqJWrM	0
1335574711498137600	3.3088203907976794	"@realDonaldTrump This what historians will debate. Was  @realDonaldTrump
 delusional or was he a pathological liar? I’ve always seen him as a liar who is unskilled at lying.   https://t.co/0NIAWjjtUH"	2
1335567839554641920	3.1243155744136795	@realDonaldTrump An International Disgrace and Laughing Stock https://t.co/G3KJAoViVF	2
1335572531508637697	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335572530082566144	2.9455196558796537	RT @realDonaldTrump: We won Michigan by a lot!	0
1335574686747389955	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335576438179827713	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335572527826030594	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335565374067183616	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335568960062971905	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335571404536868864	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335574716594212864	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335572535610576896	2.9455196558796537	RT @realDonaldTrump: Thank you Christina! https://t.co/0ADausqhat	0
1335568957152124928	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335565391855312896	2.9455196558796537	RT @realDonaldTrump: Thank you Christina! https://t.co/0ADausqhat	0
1335576400833732609	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335576395154649089	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
1335571121622700032	2.9455196558796537	RT @realDonaldTrump: Thank you Christina! https://t.co/0ADausqhat	0
1335574712064352256	2.9455196558796537	RT @realDonaldTrump: Thank you Christina!	0
